internal_id,official_code,official_code_normalized,province_code,province_name,region_name,region_type,display_name,geometry_source_name,geometry_source_id,alternative_names,autonomous_status,geometry_available,match_status,notes
gb-22746128B66679629138785,12.76,12.76,12,Sumatera Utara,Kota Binjai,Kota,Kota Binjai,Kota Binjai,22746128B66679629138785,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B20507278995893,71.72,71.72,71,Sulawesi Utara,Kota Bitung,Kota,Kota Bitung,Kota Bitung,22746128B20507278995893,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B15123001204790,,,,,Kota Blitar,Unresolved,Kota Blitar,Kota Blitar,22746128B15123001204790,Blitar | Jawa Timur | 35.05; Kota Blitar | Jawa Timur | 35.72,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B63896883204987,,,,,Kota Bogor,Unresolved,Kota Bogor,Kota Bogor,22746128B63896883204987,Bogor | Jawa Barat | 32.01; Kota Bogor | Jawa Barat | 32.71,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B2679722836886,64.74,64.74,64,Kalimantan Timur,Kota Bontang,Kota,Kota Bontang,Kota Bontang,22746128B2679722836886,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B12322141134935,13.75,13.75,13,Sumatera Barat,Kota Bukittinggi,Kota,Kota Bukittinggi,Kota Bukittinggi,22746128B12322141134935,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B25933583546422,36.72,36.72,36,Banten,Kota Cilegon,Kota,Kota Cilegon,Kota Cilegon,22746128B25933583546422,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B53430054982428,32.77,32.77,32,Jawa Barat,Kota Cimahi,Kota,Kota Cimahi,Kota Cimahi,22746128B53430054982428,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B80288264799633,,,,,Kota Cirebon,Unresolved,Kota Cirebon,Kota Cirebon,22746128B80288264799633,Cirebon | Jawa Barat | 32.09; Kota Cirebon | Jawa Barat | 32.74,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B89164850776530,51.71,51.71,51,Bali,Kota Denpasar,Kota,Kota Denpasar,Kota Denpasar,22746128B89164850776530,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B73481124779947,32.76,32.76,32,Jawa Barat,Kota Depok,Kota,Kota Depok,Kota Depok,22746128B73481124779947,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B18875576502901,14.73,14.73,14,Riau,Kota Dumai,Kota,Kota Dumai,Kota Dumai,22746128B18875576502901,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B66202348563483,,,,,Kota Gorontalo,Unresolved,Kota Gorontalo,Kota Gorontalo,22746128B66202348563483,Gorontalo | Gorontalo | 75.02; Kota Gorontalo | Gorontalo | 75.71,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B74256869593133,12.78,12.78,12,Sumatera Utara,Kota Gunungsitoli,Kota,Kota Gunungsitoli,Kota Gunungsitoli,22746128B74256869593133,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B58252967349746,31.74,31.74,31,Dki Jakarta,Kota Jakarta Barat,Kota,Kota Jakarta Barat,Kota Jakarta Barat,22746128B58252967349746,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B21128962092426,31.73,31.73,31,Dki Jakarta,Kota Jakarta Pusat,Kota,Kota Jakarta Pusat,Kota Jakarta Pusat,22746128B21128962092426,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B93686700937380,31.71,31.71,31,Dki Jakarta,Kota Jakarta Selatan,Kota,Kota Jakarta Selatan,Kota Jakarta Selatan,22746128B93686700937380,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B5353616278909,31.72,31.72,31,Dki Jakarta,Kota Jakarta Timur,Kota,Kota Jakarta Timur,Kota Jakarta Timur,22746128B5353616278909,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B85966169947265,31.75,31.75,31,Dki Jakarta,Kota Jakarta Utara,Kota,Kota Jakarta Utara,Kota Jakarta Utara,22746128B85966169947265,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B99667418524197,15.71,15.71,15,Jambi,Kota Jambi,Kota,Kota Jambi,Kota Jambi,22746128B99667418524197,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B85346986276333,,,,,Kota Jayapura,Unresolved,Kota Jayapura,Kota Jayapura,22746128B85346986276333,Jayapura | Papua | 94.03; Kota Jayapura | Papua | 94.71,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B79918158306090,,,,,Kota Kediri,Unresolved,Kota Kediri,Kota Kediri,22746128B79918158306090,Kediri | Jawa Timur | 35.06; Kota Kediri | Jawa Timur | 35.71,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B80961359079738,74.71,74.71,74,Sulawesi Tenggara,Kota Kendari,Kota,Kota Kendari,Kota Kendari,22746128B80961359079738,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B93986330379000,71.74,71.74,71,Sulawesi Utara,Kota Kotamobagu,Kota,Kota Kotamobagu,Kota Kotamobagu,22746128B93986330379000,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B56606429525327,,,,,Kota Kupang,Unresolved,Kota Kupang,Kota Kupang,22746128B56606429525327,Kota Kupang | Nusa Tenggara Timur | 53.71; Kupang | Nusa Tenggara Timur | 53.03,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B69628984727954,11.73,11.73,11,Aceh,Kota Langsa,Kota,Kota Langsa,Kota Langsa,22746128B69628984727954,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B88010078110453,11.74,11.74,11,Aceh,Kota Lhokseumawe,Kota,Kota Lhokseumawe,Kota Lhokseumawe,22746128B88010078110453,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B74548717001691,16.74,16.74,16,Sumatera Selatan,Kota Lubuklinggau,Kota,Kota Lubuklinggau,Kota Lubuklinggau,22746128B74548717001691,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B30166819315055,,,,,Kota Madiun,Unresolved,Kota Madiun,Kota Madiun,22746128B30166819315055,Kota Madiun | Jawa Timur | 35.77; Madiun | Jawa Timur | 35.19,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B66141272433758,,,,,Kota Magelang,Unresolved,Kota Magelang,Kota Magelang,22746128B66141272433758,Kota Magelang | Jawa Tengah | 33.71; Magelang | Jawa Tengah | 33.08,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B73854317646589,73.71,73.71,73,Sulawesi Selatan,Kota Makassar,Kota,Kota Makassar,Kota Makassar,22746128B73854317646589,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B9724218643478,,,,,Kota Malang,Unresolved,Kota Malang,Kota Malang,22746128B9724218643478,Kota Malang | Jawa Timur | 35.73; Malang | Jawa Timur | 35.07,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B83673204362612,71.71,71.71,71,Sulawesi Utara,Kota Manado,Kota,Kota Manado,Kota Manado,22746128B83673204362612,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B34810169298981,52.71,52.71,52,Nusa Tenggara Barat,Kota Mataram,Kota,Kota Mataram,Kota Mataram,22746128B34810169298981,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B40654739963843,12.75,12.75,12,Sumatera Utara,Kota Medan,Kota,Kota Medan,Kota Medan,22746128B40654739963843,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B64737377738458,18.72,18.72,18,Lampung,Kota Metro,Kota,Kota Metro,Kota Metro,22746128B64737377738458,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B53956788697299,,,,,Kota Mojokerto,Unresolved,Kota Mojokerto,Kota Mojokerto,22746128B53956788697299,Kota Mojokerto | Jawa Timur | 35.76; Mojokerto | Jawa Timur | 35.16,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B51925287869213,13.71,13.71,13,Sumatera Barat,Kota Padang,Kota,Kota Padang,Kota Padang,22746128B51925287869213,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B34977061629525,13.74,13.74,13,Sumatera Barat,Kota Padang Panjang,Kota,Kota Padang Panjang,Kota Padang Panjang,22746128B34977061629525,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B81378642761445,12.77,12.77,12,Sumatera Utara,Kota Padangsidimpuan,Kota,Kota Padangsidimpuan,Kota Padangsidimpuan,22746128B81378642761445,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B19740076763731,16.73,16.73,16,Sumatera Selatan,Kota Pagar Alam,Kota,Kota Pagar Alam,Kota Pagar Alam,22746128B19740076763731,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B5087893857208,62.71,62.71,62,Kalimantan Tengah,Kota Palangka Raya,Kota,Kota Palangka Raya,Kota Palangka Raya,22746128B5087893857208,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B87825164980488,16.71,16.71,16,Sumatera Selatan,Kota Palembang,Kota,Kota Palembang,Kota Palembang,22746128B87825164980488,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B54354608226928,73.73,73.73,73,Sulawesi Selatan,Kota Palopo,Kota,Kota Palopo,Kota Palopo,22746128B54354608226928,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B23229204425516,72.71,72.71,72,Sulawesi Tengah,Kota Palu,Kota,Kota Palu,Kota Palu,22746128B23229204425516,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B92282941938888,19.71,19.71,19,Kepulauan Bangka Belitung,Kota Pangkal Pinang,Kota,Kota Pangkal Pinang,Kota Pangkal Pinang,22746128B92282941938888,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B37987509465042,73.72,73.72,73,Sulawesi Selatan,Kota Parepare,Kota,Kota Parepare,Kota Parepare,22746128B37987509465042,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B94413576870843,13.77,13.77,13,Sumatera Barat,Kota Pariaman,Kota,Kota Pariaman,Kota Pariaman,22746128B94413576870843,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B86769429493629,,,,,Kota Pasuruan,Unresolved,Kota Pasuruan,Kota Pasuruan,22746128B86769429493629,Kota Pasuruan | Jawa Timur | 35.75; Pasuruan | Jawa Timur | 35.14,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B75816793285642,13.76,13.76,13,Sumatera Barat,Kota Payakumbuh,Kota,Kota Payakumbuh,Kota Payakumbuh,22746128B75816793285642,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B98453198956040,,,,,Kota Pekalongan,Unresolved,Kota Pekalongan,Kota Pekalongan,22746128B98453198956040,Kota Pekalongan | Jawa Tengah | 33.75; Pekalongan | Jawa Tengah | 33.26,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B3549150233660,14.71,14.71,14,Riau,Kota Pekanbaru,Kota,Kota Pekanbaru,Kota Pekanbaru,22746128B3549150233660,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B46755595316405,12.73,12.73,12,Sumatera Utara,Kota Pematang Siantar,Kota,Kota Pematang Siantar,Kota Pematang Siantar,22746128B46755595316405,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B68403360613456,61.71,61.71,61,Kalimantan Barat,Kota Pontianak,Kota,Kota Pontianak,Kota Pontianak,22746128B68403360613456,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B13695709263199,16.72,16.72,16,Sumatera Selatan,Kota Prabumulih,Kota,Kota Prabumulih,Kota Prabumulih,22746128B13695709263199,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B48742890195125,,,,,Kota Probolinggo,Unresolved,Kota Probolinggo,Kota Probolinggo,22746128B48742890195125,Kota Probolinggo | Jawa Timur | 35.74; Probolinggo | Jawa Timur | 35.13,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B78398648082643,11.72,11.72,11,Aceh,Kota Sabang,Kota,Kota Sabang,Kota Sabang,22746128B78398648082643,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B99456803569608,33.73,33.73,33,Jawa Tengah,Kota Salatiga,Kota,Kota Salatiga,Kota Salatiga,22746128B99456803569608,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B87893249930832,64.72,64.72,64,Kalimantan Timur,Kota Samarinda,Kota,Kota Samarinda,Kota Samarinda,22746128B87893249930832,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B93370341632229,13.73,13.73,13,Sumatera Barat,Kota Sawah Lunto,Kota,Kota Sawah Lunto,Kota Sawah Lunto,22746128B93370341632229,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B5783483209745,,,,,Kota Semarang,Unresolved,Kota Semarang,Kota Semarang,22746128B5783483209745,Kota Semarang | Jawa Tengah | 33.74; Semarang | Jawa Tengah | 33.22,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B38845978082923,,,,,Kota Serang,Unresolved,Kota Serang,Kota Serang,22746128B38845978082923,Kota Serang | Banten | 36.73; Serang | Banten | 36.04,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B47009036461165,12.71,12.71,12,Sumatera Utara,Kota Sibolga,Kota,Kota Sibolga,Kota Sibolga,22746128B47009036461165,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B18670307275317,61.72,61.72,61,Kalimantan Barat,Kota Singkawang,Kota,Kota Singkawang,Kota Singkawang,22746128B18670307275317,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B30699524960223,,,,,Kota Solok,Unresolved,Kota Solok,Kota Solok,22746128B30699524960223,Kota Solok | Sumatera Barat | 13.72; Solok | Sumatera Barat | 13.03,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B11366688050704,,,,,Kota Sorong,Unresolved,Kota Sorong,Kota Sorong,22746128B11366688050704,Kota Sorong | Papua Barat | 91.71; Sorong | Papua Barat | 91.07,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B20185680371825,11.75,11.75,11,Aceh,Kota Subulussalam,Kota,Kota Subulussalam,Kota Subulussalam,22746128B20185680371825,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B82825120895999,,,,,Kota Sukabumi,Unresolved,Kota Sukabumi,Kota Sukabumi,22746128B82825120895999,Kota Sukabumi | Jawa Barat | 32.72; Sukabumi | Jawa Barat | 32.02,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B31453944142504,15.72,15.72,15,Jambi,Kota Sungai Penuh,Kota,Kota Sungai Penuh,Kota Sungai Penuh,22746128B31453944142504,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B68603538827891,35.78,35.78,35,Jawa Timur,Kota Surabaya,Kota,Kota Surabaya,Kota Surabaya,22746128B68603538827891,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B33460906687482,33.72,33.72,33,Jawa Tengah,Kota Surakarta,Kota,Kota Surakarta,Kota Surakarta,22746128B33460906687482,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B7613374511026,,,,,Kota Tangerang,Unresolved,Kota Tangerang,Kota Tangerang,22746128B7613374511026,Kota Tangerang | Banten | 36.71; Tangerang | Banten | 36.03,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B62533997811788,36.74,36.74,36,Banten,Kota Tangerang Selatan,Kota,Kota Tangerang Selatan,Kota Tangerang Selatan,22746128B62533997811788,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B91306693093612,12.72,12.72,12,Sumatera Utara,Kota Tanjung Balai,Kota,Kota Tanjung Balai,Kota Tanjung Balai,22746128B91306693093612,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B73074683492420,21.72,21.72,21,Kepulauan Riau,Kota Tanjung Pinang,Kota,Kota Tanjung Pinang,Kota Tanjung Pinang,22746128B73074683492420,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B97983454808676,65.71,65.71,65,Kalimantan Utara,Kota Tarakan,Kota,Kota Tarakan,Kota Tarakan,22746128B97983454808676,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B57000549481658,,,,,Kota Tasikmalaya,Unresolved,Kota Tasikmalaya,Kota Tasikmalaya,22746128B57000549481658,Kota Tasikmalaya | Jawa Barat | 32.78; Tasikmalaya | Jawa Barat | 32.06,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B29639616204280,12.74,12.74,12,Sumatera Utara,Kota Tebing Tinggi,Kota,Kota Tebing Tinggi,Kota Tebing Tinggi,22746128B29639616204280,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B85080883644541,,,,,Kota Tegal,Unresolved,Kota Tegal,Kota Tegal,22746128B85080883644541,Kota Tegal | Jawa Tengah | 33.76; Tegal | Jawa Tengah | 33.28,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B36781349389855,82.71,82.71,82,Maluku Utara,Kota Ternate,Kota,Kota Ternate,Kota Ternate,22746128B36781349389855,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B24002479708791,82.72,82.72,82,Maluku Utara,Kota Tidore Kepulauan,Kota,Kota Tidore Kepulauan,Kota Tidore Kepulauan,22746128B24002479708791,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B12552284418793,71.73,71.73,71,Sulawesi Utara,Kota Tomohon,Kota,Kota Tomohon,Kota Tomohon,22746128B12552284418793,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B79752231805890,81.72,81.72,81,Maluku,Kota Tual,Kota,Kota Tual,Kota Tual,22746128B79752231805890,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B9761158776103,34.71,34.71,34,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Kota,Kota Yogyakarta,Kota Yogyakarta,22746128B9761158776103,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B93777795819955,62.01,62.01,62,Kalimantan Tengah,Kotawaringin Barat,Kabupaten,Kabupaten Kotawaringin Barat,Kotawaringin Barat,22746128B93777795819955,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B94284518008212,62.02,62.02,62,Kalimantan Tengah,Kotawaringin Timur,Kabupaten,Kabupaten Kotawaringin Timur,Kotawaringin Timur,22746128B94284518008212,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B8182037452639,14.01,14.01,14,Riau,Kuantan Singingi,Kabupaten,Kabupaten Kuantan Singingi,Kuantan Singingi,22746128B8182037452639,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B69090577702614,61.12,61.12,61,Kalimantan Barat,Kubu Raya,Kabupaten,Kabupaten Kubu Raya,Kubu Raya,22746128B69090577702614,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B61967707401144,33.19,33.19,33,Jawa Tengah,Kudus,Kabupaten,Kabupaten Kudus,Kudus,22746128B61967707401144,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B43033686501526,34.01,34.01,34,Daerah Istimewa Yogyakarta,Kulon Progo,Kabupaten,Kabupaten Kulon Progo,Kulon Progo,22746128B43033686501526,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B44289127403365,32.08,32.08,32,Jawa Barat,Kuningan,Kabupaten,Kabupaten Kuningan,Kuningan,22746128B44289127403365,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B27765258797580,,,,,Kupang,Unresolved,Kupang,Kupang,22746128B27765258797580,Kota Kupang | Nusa Tenggara Timur | 53.71; Kupang | Nusa Tenggara Timur | 53.03,unresolved,yes,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.
gb-22746128B93368126922918,64.02,64.02,64,Kalimantan Timur,Kutai Barat,Kabupaten,Kabupaten Kutai Barat,Kutai Barat,22746128B93368126922918,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B55621143702768,64.03,64.03,64,Kalimantan Timur,Kutai Kartanegara,Kabupaten,Kabupaten Kutai Kartanegara,Kutai Kartanegara,22746128B55621143702768,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B75924443266043,64.04,64.04,64,Kalimantan Timur,Kutai Timur,Kabupaten,Kabupaten Kutai Timur,Kutai Timur,22746128B75924443266043,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B75065966155231,12.07,12.07,12,Sumatera Utara,Labuhan Batu,Kabupaten,Kabupaten Labuhan Batu,Labuhan Batu,22746128B75065966155231,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B23995987640193,12.22,12.22,12,Sumatera Utara,Labuhan Batu Selatan,Kabupaten,Kabupaten Labuhan Batu Selatan,Labuhan Batu Selatan,22746128B23995987640193,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B7095356521044,12.23,12.23,12,Sumatera Utara,Labuhan Batu Utara,Kabupaten,Kabupaten Labuhan Batu Utara,Labuhan Batu Utara,22746128B7095356521044,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B84107388414918,16.04,16.04,16,Sumatera Selatan,Lahat,Kabupaten,Kabupaten Lahat,Lahat,22746128B84107388414918,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B62127435888540,62.07,62.07,62,Kalimantan Tengah,Lamandau,Kabupaten,Kabupaten Lamandau,Lamandau,22746128B62127435888540,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B62762388436916,35.24,35.24,35,Jawa Timur,Lamongan,Kabupaten,Kabupaten Lamongan,Lamongan,22746128B62762388436916,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B74428971192525,18.01,18.01,18,Lampung,Lampung Barat,Kabupaten,Kabupaten Lampung Barat,Lampung Barat,22746128B74428971192525,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
gb-22746128B4401734887211,18.03,18.03,18,Lampung,Lampung Selatan,Kabupaten,Kabupaten Lampung Selatan,Lampung Selatan,22746128B4401734887211,,autonomous_or_cod_ab_reference,yes,matched_unique_name,Matched by unique normalized ADM2 name from HDX tabular data.
